Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,CriterioVazaoProjeto_OrgaoExtravasor,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Barragem Pública ou particular,Submetida à algum regulamento?,material_score,risco_score,DPA_score,temPAE_score,temPS_score,maintenance_score,vazao_score,doc_score,Eclusa_score
Barragem Antônio Teixeira Filho,17.0,0.586,"terra, enrocamento ou outros",295.0,irrigação,,,,,,não confiável ou < 500 anos,não,não,sim,sim,não,projeto,sim,Particular,Não,3.0,,,,,,10,4.0,0.0
Barragem B1 Clayton César da Silva,4.0,0.352,"terra, enrocamento ou outros",470.0,irrigação,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,projeto,,Particular,Não,3.0,,,,,,10,6.0,0.0
Barragem Paula Abreu Barcellos,3.0,0.012,"terra, enrocamento ou outros",139.0,recreação,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,operação,,Particular,Não,3.0,,,,,,10,6.0,0.0
Barragem Jerônimo Maia de Mendonça,4.3,0.01,"terra, enrocamento ou outros",100.0,irrigação,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,operação,,Particular,Não,3.0,,,,,,10,6.0,0.0
Barragem Elcemar Caixeta,8.0,0.051,"terra, enrocamento ou outros",72.0,irrigação,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,operação,,Particular,Não,3.0,,,,,,10,6.0,0.0
Barragem 2 Elcemar Caixeta,5.0,0.037,"terra, enrocamento ou outros",88.0,irrigação,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,operação,,Particular,Não,3.0,,,,,,10,6.0,0.0
Barragem Morang,11.0,0.425,"terra, enrocamento ou outros",250.0,irrigação,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,operação,,Particular,Não,3.0,,,,,,10,6.0,0.0
Barragem Buraco Copebrás,80.0,65.0,"terra, enrocamento ou outros",1750.0,industrial,,,,,,não confiável ou < 500 anos,não,não,não,sim,não,operação,sim,Particular,Não,3.0,,,,,,10,6.0,0.0
BARRAGEM JOSÉ RAMPELOTTI,5.0,0.032,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Gelci Zancanaro,11.5,1.755,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Tanque Pulmão Brasfrigo,3.5,0.01,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Sorgatto,6.5,1.404,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Helvécio Guimarães,6.0,0.032,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Benício de Freitas,7.0,0.071,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem B23,3.5,0.02,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Arcide Fontanella,13.0,0.985,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,Não,,,,,,,10,,0.0
Barragem 2 Arcide Fontanella,6.0,0.101,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem 5,9.5,0.345,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ricardo Safatle,9.0,0.043,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Fabio Zandonai,15.0,0.163,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,Não,,,,,,,10,,0.0
Barragem Goiandira,4.0,0.013,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Pública,Não,,,,,,,10,,0.0
Barragem Fernando Godoi,7.0,0.107,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem Armelindo Sonza,6.0,0.143,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Iron Gomide,9.0,0.118,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem Helio Benicio,5.5,0.34,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Agromen,5.0,1.051,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Goyas Britas,5.5,0.003,,,industrial,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem 3 Arcide Fontanella,7.0,0.274,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem B3,9.0,1.057,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem B1,8.0,0.27,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem 02,8.0,0.317,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem 01,10.0,0.309,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem Gilberto Gasperi,12.0,0.634,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,projeto,,Particular,Não,,,,,,,10,,0.0
Barragem Gilberto Gasperi 2,11.0,0.15,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem 8,7.0,0.2,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem 4,11.0,0.092,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem 1,8.0,0.65,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Albino Perin,8.5,1.063,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem B2,4.0,0.022,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem B1,4.0,0.032,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem B19,5.0,0.071,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Dario Turra,11.5,0.694,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ildeu Alvares,16.0,0.4,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,Não,,,,,,,10,,0.0
Barragem Nicola Vicenzo,10.5,0.099,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Gilmar Bedin,12.0,0.732,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Sebasti&#65533;o de Andrade,13.0,0.53,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,Não,,,,,,,10,,0.0
Barragem Cristalina Minera&#65533;&#65533;,7.0,0.006,,,industrial,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Mario Tanabe,9.0,0.451,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Mario Tanabe 2,7.0,0.188,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Shuichi Hayashi,5.0,0.11,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Pequena,2.5,0.037,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Maria José Goulart,6.0,0.023,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem João Messias Souza Godoy,6.0,0.008,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Francisco Marcelo Moreira Cintra,8.0,0.216,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ronaldo Lima Yungh,3.5,0.001,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Alcebiades Alves Barbosa,7.6,0.182,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Coniexpress,10.0,0.766,,,industrial,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ronaldo Lima Yungh - Faz. Ribalta,6.0,0.011,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Paulo Roberto da Silva Aguiar - Fazenda Priscilla,6.0,0.11,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ronaldo Lima Yungh - Faz. Ribalta,3.5,0.003,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Clementino Pimenta Carneiro,9.6,0.181,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem José Diniz Maricato,6.5,0.402,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Anderson Accioli Espindola,5.31,0.021,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Sociedade Agostiniana de Educação,3.0,0.007,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Cairo Mohamad Hamida,6.0,0.01,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Alexandre Gomes Ribeiro,3.0,0.013,,,aquicultura,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Sociedade Agostiniana de Educação,3.0,0.006,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Rivael Rodrigues,6.5,0.021,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem José Antonio Pereira de Matos Filho,5.0,0.023,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Francisco Roldão de Leles,5.5,0.04,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Sociedade Agostiniana de Educação,3.0,0.021,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Jadir de Sousa e Silva,5.8,0.087,,,aquicultura,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem José Gomes Junior,6.0,0.042,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir José Asmar,6.0,0.02,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir José Asmar,4.0,0.011,,,aquicultura,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Rosameide Anastacio Machado,5.5,0.027,,,aquicultura,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir José Asmar,6.0,0.069,,,aquicultura,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir José Asmar,4.1,0.061,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir José Asmar,4.5,0.058,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Reginaldo Bento Rodrigues,6.5,0.02,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Diamante Agropastoril,11.0,0.247,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Luiz Darlan Alkmim,2.6,0.001,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Anésio Praxedes dos Santos,5.0,0.035,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Alvaro Eleutério da Silva,5.0,0.009,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Emidio Inácio de Oliveira,8.0,0.149,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Sociedade Agostiniana de Educação,6.0,0.01,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem João Rosa Lino,9.0,0.048,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem João Rosa Lino,5.0,0.002,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Américo Osório  e Silva,3.5,0.029,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Prefeitura de Itauçu,12.0,0.04,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Pública,Não,,,,,,,10,,0.0
Barragem João Marcos Lopes Silva,3.6,0.003,,,aquicultura,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir Ferreira da Silveira,8.66,0.034,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Manir José Asmar,5.0,0.141,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ronaldo Lima Yungh,3.42,0.011,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem  Ronaldo Lima Yungh,10.0,0.049,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Tangará,6.0,0.007,,,industrial,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Luiz Flávio Rocha Saccardo,4.0,0.003,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Luiz Flavio Rocha Saccardo,7.0,0.051,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ademar José Rosso - Represa 02,7.0,0.069,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Ademar José Rosso - Represa 01,4.0,0.026,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Não,,,,,,,10,,0.0
Barragem Ivonaldo Pinto de Farias,1.0,0.21,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Wolney Wagner Siqueira,1.0,0.032,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Wolney Wagner de Siqueira,1.0,0.252,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Wolney Wagner Siqueira,1.0,0.032,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Aribel Fernades Botelho,1.0,0.008,,,regularização de vazão,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Aribel Fernades Botelho,1.0,0.015,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Aribel Fernandes Botelho,1.0,0.011,,,recreação,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Ivonaldo Pinto de Farias,2.0,0.048,,,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Congregação São Pedro,2.0,0.015,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Barragem Congregação São Pedro,2.0,0.021,,,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Não,,,,,,,10,,0.0
Sistema Palmital,,30.6,"terra, enrocamento ou outros",,industrial,,alto,sim,,,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,Sim,3.0,,21.0,1.0,,,10,,0.0
Caldeirões,29.0,18.79,"terra, enrocamento ou outros",296.84,irrigação,médio,alto,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Pública,Sim,3.0,50.0,21.0,5.0,5.0,5.0,10,4.0,0.0
Cocorobó,33.5,245.376,"terra, enrocamento ou outros",1320.0,abastecimento humano,alto,alto,não,não,não,não confiável ou < 500 anos,não,sim,não,não,não,operação,sim,Pública,Sim,3.0,70.0,21.0,5.0,5.0,5.0,10,2.0,0.0
Rio Paranã,33.0,170.0,"terra, enrocamento ou outros",1760.0,irrigação,médio,alto,não,não,não,cheia máxima provável,sim,não,não,não,não,operação,sim,Pública,Sim,3.0,50.0,21.0,5.0,5.0,5.0,3,2.0,0.0
Berizal,41.0,339.39,"terra, enrocamento ou outros",520.0,regularização de vazão,não se aplica,alto,não,não,não,cheia máxima provável,não,não,não,não,não,construção,sim,Pública,Sim,3.0,0.0,21.0,5.0,5.0,5.0,3,8.0,0.0
Gasparino,23.33,48.608,concreto convencional,1074.34,abastecimento humano,médio,alto,sim,não,não,milenar,não,não,sim,não,não,operação,sim,Pública,Sim,1.0,50.0,21.0,1.0,5.0,5.0,5,4.0,0.0
Rio Bezerra,5.0,0.11,"terra, enrocamento ou outros",115.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,0.0,7.0,,,,10,8.0,0.0
Riacho Peri-Peri,4.15,0.04,"terra, enrocamento ou outros",70.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,0.0,7.0,,,,10,8.0,0.0
Baião,14.7,39.227,"terra, enrocamento ou outros",1491.52,abastecimento humano,alto,alto,não,não,não,não confiável ou < 500 anos,sim,não,não,não,não,operação,sim,Pública,Sim,3.0,70.0,21.0,5.0,5.0,5.0,10,2.0,0.0
Cacimba da Várzea,22.33,9.264,"terra, enrocamento ou outros",310.47,regularização de vazão,alto,alto,não,não,não,não confiável ou < 500 anos,sim,não,não,não,não,operação,sim,Pública,Sim,3.0,70.0,21.0,5.0,5.0,5.0,10,2.0,0.0
Capoeira,36.0,53.45,"terra, enrocamento ou outros",489.87,abastecimento humano,alto,alto,não,não,não,não confiável ou < 500 anos,sim,não,não,não,não,operação,sim,Pública,Sim,3.0,70.0,21.0,5.0,5.0,5.0,10,2.0,0.0
Coremas,50.0,720.0,"terra, enrocamento ou outros",1550.0,regularização de vazão,médio,alto,não,não,não,cheia máxima provável,não,não,sim,não,não,operação,sim,Pública,Sim,3.0,50.0,21.0,5.0,5.0,5.0,3,4.0,0.0
Curimataú,15.18,5.99,"terra, enrocamento ou outros",359.8,abastecimento humano,médio,alto,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Pública,Sim,3.0,50.0,21.0,5.0,5.0,5.0,10,4.0,0.0
Direito,8.86,11.34,"terra, enrocamento ou outros",640.54,abastecimento humano,,,,,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Pública,Sim,3.0,,,,,,10,8.0,0.0
Escondido I,12.46,16.58,"terra, enrocamento ou outros",1200.0,abastecimento humano,médio,alto,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Pública,Sim,3.0,50.0,21.0,5.0,5.0,5.0,10,4.0,0.0
