Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_UF,Barragem_Municipio,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Submetida à algum regulamento?,Houve alguma fiscalização no período deste RSB?
Poço da Areia,17.5,2.363324,terra,299.0,irrigação,PE,Bezerros,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Sim
Retiro,15.2,1.117693,alvenaria,240.0,irrigação,PE,São José do Egito,baixo,baixo,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Varzinha,10.0,1.12716,terra,230.0,abastecimento humano,PE,Ouricuri,baixo,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Lagoa do Barro,15.2,22.9478,terra,350.0,abastecimento humano,PE,Araripina,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Bom Sucesso,12.0,1.74368,terra-enrocamento,313.0,abastecimento humano,PE,Tuparetama,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Chapeu,23.4,188.0,terra,525.0,abastecimento humano,PE,Parnamirim,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Chinelo,13.4,3.45358,terra-enrocamento,316.0,abastecimento humano,PE,Carnaíba,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Cruz de Salina,10.18,4.021375,alvenaria,371.0,irrigação,PE,Petrolina,alto,médio,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Igarapeba*,60.5,69.6,concreto compactado a rolo  (ccr),210.0,defesa contra inundações,PE,São Bento do Sul,baixo,baixo,não,não,não,sim,não,sim,não,não,construção,sim,Sim,Não
Jazigo,15.0,15.5433,concreto convencional,360.0,irrigação,PE,Serra Talhada,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Laje do Gato,10.0,1.10294,terra,206.0,abastecimento humano,PE,Afogados da Ingazeira,alto,baixo,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Mãe d'Água,15.3,1.5,alvenaria,143.0,irrigação,PE,Itapetim,baixo,baixo,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Nilo Coelho,13.9,22.710913,alvenaria,271.0,outros,PE,Terra Nova,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Oitis,15.6,3.020159,alvenaria,143.0,irrigação,PE,Brejo da Madre de Deus,alto,médio,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Panelas II*,55.0,16.885,concreto compactado a rolo  (ccr),310.67,defesa contra inundações,PE,Cupira,baixo,baixo,não,não,não,sim,não,sim,não,não,construção,sim,Sim,Não
Poção,12.0,0.479992,alvenaria,180.0,sem informação,PE,Iguaraci,alto,baixo,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Poço Grande,1.5,1.5,alvenaria,204.0,sem informação,PE,Flores,baixo,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Poço Grande,18.0,3.92238,alvenaria,106.0,outros,PE,Serrita,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
São José II,15.2,7.152875,terra-enrocamento,185.0,abastecimento humano,PE,São José do Egito,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Serrinha dos Carros,10.0,0.55,terra-enrocamento,129.0,abastecimento humano,PE,Quixaba,alto,baixo,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Serro Azul,64.0,303.0,concreto compactado a rolo  (ccr),1022.59,defesa contra inundações,PE,Palmares,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Serrote,8.6,1.622615,terra,317.0,irrigação,PE,São José do Belmonte,baixo,baixo,não,não,não,não,não,não,não,não,operação,não,Sim,Não
Zumbi,18.0,1.7,terra,280.0,abastecimento humano,PE,Camutanga,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Cabaçú,14.0,1.347,terra,180.0,irrigação,PE,Itambé,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Camará,14.0,0.57,terra,180.0,irrigação,PE,Itambé,alto,alto,não,não,não,não,não,não,sim,não,operação,sim,Sim,Não
Guararema,30.0,20.7,concreto compactado a rolo  (ccr),180.0,abastecimento humano,PE,Itambé,baixo,alto,não,não,não,não,não,sim,não,não,operação,sim,Sim,Não
Pau Amarelo,18.0,2.4,terra,140.0,irrigação,PE,Itambé,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Itaperire,17.5,2.567882,terra,129.0,irrigação,PE,Araçoiaba,baixo,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
Penedo Velho,6.5,0.234,terra,124.0,irrigação,PE,Tracunhaem,médio,alto,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
BARREIRAS,39.4,52.8,terra,260.0,abastecimento humano,PI,FRONTEIRAS,alto,médio,não,não,não,não,não,não,não,não,operação,sim,Não,Não
BENEDITIONS,13.9,4.29,terra,381.0,abastecimento humano,PI,BENEDITINOS,alto,alto,não,não,não,não,não,não,não,não,operação,sim,Não,Não
Barragem Iraí ,19.0,58.0,terra,1220.0,abastecimento humano,PR,Piraquara,baixo,alto,não,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Barragem Passaúna,22.0,48.0,terra,1325.0,abastecimento humano,PR,Araucária,baixo,alto,não,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Barragem Piraquara I,30.0,25.0,terra,280.0,abastecimento humano,PR,Piraquara,baixo,alto,não,sim,não,não,não,não,não,não,operação,sim,Sim,Não
Barragem Piraquara II,17.0,20.8,terra,725.0,abastecimento humano,PR,Piraquara,baixo,alto,não,sim,não,sim,sim,sim,sim,não,operação,sim,Sim,Não
Mocambo IV,10.0,1.03,enrocamento,100.0,industrial,PR,Sengés,médio,baixo,sim,sim,não,não,não,não,não,não,inativa,não,Sim,Não
Nelson Janazes,2.0,0.014,terra,80.0,recreação,PR,Castro,médio,baixo,não,não,não,não,não,não,não,não,inativa,não,Sim,Não
Barragem Fazenda Rio Grande,1.5,0.0134,enrocamento,110.0,recreação,PR,Fazenda Rio Grande,médio,médio,não,não,não,não,não,não,não,não,operação,sim,Sim,Não
BREJO,12.11,6.450554,terra,815.06,dessedentação animal,RN,Olho D'Água dos Borges,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CACHOEIRINHA,8.33,0.44992992,terra,144.576,dessedentação animal,RN,Santana do Matos,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CACHOEIRINHA I,9.87,1.28014196,terra,212.34,abastecimento humano,RN,Cruzeta,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CACHOEIRINHA II,9.53,0.84853216,terra,352.59,abastecimento humano,RN,Ouro Branco,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CACIMBA DE CIMA,13.86,2.06129161,terra,176.77,abastecimento humano,RN,Fernando Pedroza,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CACIMBAS,8.54,1.21705327,terra,482.86000000000007,abastecimento humano,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CAMPO GRANDE,22.25,23.139587,terra,859.081,irrigação,RN,São Paulo do Potengi,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CANAÃ,8.42,0.82577523,terra,364.0,dessedentação animal,RN,Angicos,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CANAÃ I,7.44,0.6903334,terra,354.74,abastecimento humano,RN,São Rafael,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CANADÁ,2.14,0.18385086,terra,142.72,aquicultura,RN,Ipanguaçu,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CARAIBERINHO,5.32,0.14486442,terra,641.98,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CARAÚBAS,8.0,0.83097042,terra,442.78,abastecimento humano,RN,Lajes,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CARAÚBAS,10.95,1.119432,terra,330.16,dessedentação animal,RN,Bodó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CARCARÁ,7.23,0.63261851,terra,193.23,dessedentação animal,RN,Angicos,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CARNAÚBAS,4.61,0.28100419,terra,73.22,abastecimento humano,RN,Ipueira,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CATINGUEIRA,6.37,0.39445365,terra,874.4300000000001,abastecimento humano,RN,Jardim de Piranhas,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CAUASSÚ,8.55,1.50533739,terra,190.45999999999998,abastecimento humano,RN,Cruzeta,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CHAPADA DOS CLEMENTE,8.85,0.53706208,outro,155.85000000000002,abastecimento humano,RN,Jucurutú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
COELHO,6.69,0.40450577,terra,198.85,abastecimento humano,RN,São Fernando,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CORREDOR,8.08,4.643,terra,435.5,abastecimento humano,RN,Antônio Martins,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CRUZETA,10.72,23.545745,terra,883.85,abastecimento humano,RN,Cruzeta,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CURRAIS,8.22,4.0194,terra,252.44,aquicultura,RN,Itaú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CURRAIS NOVOS,8.955,3.815,terra,361.72,irrigação,RN,Currais Novos,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
CURRAL QUEIMADO,7.16,0.85572898,terra,338.61,abastecimento humano,RN,Ipueira,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DA ALDAIZA,9.63,0.70929121,terra,213.67,abastecimento humano,RN,Acari,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DA ESTRADA,9.61,1.29209536,terra,793.38,dessedentação animal,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DAS FLORES,10.9,1.258336,terra,228.07,abastecimento humano,RN,Afonso Bezerra,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DAS PINTURAS,12.6,1.04779578,terra,297.14,dessedentação animal,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DO LIMOEIRO,8.7,0.89785985,terra,217.59,abastecimento humano,RN,Assú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DOMINGA,12.31,4.09006581,terra,614.1,dessedentação animal,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DONA LULÚ PINTO,19.78,0.7481652,terra,232.56,abastecimento humano,RN,Luiz Gomes,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DOS FIÉIS,5.71,0.01387008,terra,115.15,dessedentação animal,RN,São Pedro,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DOS GROSSOS,8.19,0.59260589,terra,296.14,abastecimento humano,RN,Acari,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DOS TANQUES,5.63,0.47631031,terra,495.17,dessedentação animal,RN,Campo Grande,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
DOURADO,11.88,10.3216,terra,686.8,abastecimento humano,RN,Currais Novos,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ELÍSIO GALVÃO,7.239,0.54023179,terra,225.23,abastecimento humano,RN,Santana do Matos,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ENCANTO,11.43,5.192538,terra,339.83,abastecimento humano,RN,Encanto,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ENJEITADO,7.82,1.00623431,terra,336.39,dessedentação animal,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ESPANHA,10.5,0.20735815,terra,194.04000000000002,abastecimento humano,RN,Paraná,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ESPINHEIRINHO,9.62,0.90720854,terra,122.27000000000001,abastecimento humano,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ESPINHEIRO VELHO,8.96,0.33736084,terra,128.63,dessedentação animal,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ESTRELA DO OESTE,5.54,0.34322966,terra,182.81,abastecimento humano,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FECHADO I,7.809999999999974,0.64491382,terra,231.70999999999998,abastecimento humano,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FECHADO II,8.86,0.68623218,terra,201.07,abastecimento humano,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FERREIRA DE BAIXO,7.47,0.98297591,terra,213.56,dessedentação animal,RN,Jardim de Piranhas,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FERREIRA DE CIMA,6.06,0.46271784,terra,329.78,dessedentação animal,RN,Jardim de Piranhas,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FLECHAS,11.92,8.949675,terra,464.26,abastecimento humano,RN,José da Penha,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FRANCISCO CARDOSO ,11.47,1.617649,terra,149.28,irrigação,RN,Currais Novos,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FRANCISCO LÚCIO,7.44,0.46427945,terra,250.99999999999997,dessedentação animal,RN,Florânia,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
FURNA DA ONÇA,6.15,0.70612988,terra,82.42,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
GANGORRA,6.89,2.40861316,terra,456.55999999999995,abastecimento humano,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
GANGORRA,9.17,7.0,terra,263.26,abastecimento humano,RN,Rafael Fernandes,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
GAVIÃO,11.73,0.32673393,terra,281.93,abastecimento humano,RN,Lajes,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
GAVIÃO,6.62,0.70469491,terra,222.01000000000002,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
INÊS VELHA,9.32,0.76616947,terra,352.96,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
INHARÉ,16.14,17.6,terra,342.851,abastecimento humano,RN,Santa Cruz,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
INSPETORIA,8.98,3.095125,terra,173.07,abastecimento humano,RN,Umarizal,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
ISABEL,8.55,1.20776907,terra,224.21,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JAIME,8.05,0.49131056,terra,148.25,dessedentação animal,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JANGADA,5.55,0.925408,terra,135.12,abastecimento humano,RN,Jucurutú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JATAHÍ,6.02,0.56388447,terra,345.42,abastecimento humano,RN,Ipueira,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JATOBÁ,7.23,0.51875251,terra,455.4,abastecimento humano,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JERUSALÉM,9.84,0.88254225,terra,272.95000000000005,abastecimento humano,RN,São João do Sabugi,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JESUS MARIA JOSÉ,12.91,9.639152,terra,405.53999999999996,abastecimento humano,RN,Tenente Ananias,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JUAZEIRO,8.72,0.53525037,terra,249.95,abastecimento humano,RN,Lajes,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JUCÁ,6.56,0.42205806,terra,169.83,abastecimento humano,RN,Pedro Avelino,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
JUREMA,6.57,0.41227527,terra,406.51,aquicultura,RN,Triunfo Potiguar,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAÉRCIO ,6.58,0.56094945,terra,345.15,dessedentação animal,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAGOA DO MATO,5.21,0.41775503,terra,158.62,dessedentação animal,RN,Assú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAGOA NOVA,9.34,0.99103961,terra,83.17000000000002,abastecimento humano,RN,Assú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAGOAS I,8.27,0.69078835,terra,507.78999999999996,abastecimento humano,RN,Jucurutú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAGOINHA ,7.57,2.63440926,terra,318.34999999999997,dessedentação animal,RN,Timbaúba dos Batista,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAJINHA I,5.8,0.43447559,terra,428.27000000000004,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAJINHA II,10.15,1.12769324,terra,411.14,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LATADINHA,8.03,0.67951131,terra,272.63000000000005,dessedentação animal,RN,Itajá,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LAURO MAIA,13.15,3.40425,terra,419.83,abastecimento humano,RN,Almino Afonso,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LIMOEIRO,4.4,0.28670286,terra,410.72999999999996,abastecimento humano,RN,São Fernando,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LIMOEIRO I,6.69,0.23989237,terra,432.90999999999997,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LIMOEIRO II,6.14,0.33591368,terra,403.79,dessedentação animal,RN,São Fernando,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LOGRADOURO,8.54,0.5044992,terra,277.1,dessedentação animal,RN,Pedro Avelino,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LOGRADOURO,9.42,1.07604776,terra,206.88,dessedentação animal,RN,São Fernando,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LOGRADOURO I,9.42,1.06136533,terra,75.52,abastecimento humano,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LOGRADOURO II,9.8,3.20513438,terra,280.98,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LUCAS,10.15,0.68943856,terra,271.97,abastecimento humano,RN,Serra Negra do Norte,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
LUCRÉCIA,12.35,24.7545736,terra,105.8,abastecimento humano,RN,Lucrécia,médio,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
MALHADA VERMELHA,9.59,7.53747846,terra,467.98,abastecimento humano,RN,Severiano Melo,alto,baixo,não,não,não,não,não,não,não,não,operação,sim,sim,Não
MARACAJÁ,5.35,0.36341952,terra,210.75,dessedentação animal,RN,Paraú,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
MARACAJÁ I,11.06,3.24003514,terra,158.42,dessedentação animal,RN,Pedro Avelino,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
MARAVILHA I,7.82,1.00199698,terra,418.95000000000005,abastecimento humano,RN,Caicó,alto,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
